Ch1(mA), Ch2(mA), Ch3(mA), Ch4(mA), Ch5(mA), Ch6(mA), Ch7(mA), Ch8(mA), Ch9(mA), Ch10(mA), Ch11(mA), Ch12(mA), Ch13(mA), Ch14(mA), Ch15(mA), Ch16(mA), Channel state, On time, Off time, Pulse number, Pattern, Time, Probeflag
0.5132, 0.8553, 0.7625, 0.7576, 0, 1.109, 0.6696, 0.9091, 1.036, 1.237, 0.4448, 1.422, 1.095, 1.026, 1.373, 0.5034, 1111111111111111, 50, 70, 664, 1/785, 79.79278898239136, False
0.5132, 0.8553, 0.7625, 0.7576, 0, 1.105, 0.6745, 0.9091, 1.041, 1.237, 0.4497, 1.422, 1.095, 1.026, 1.373, 0.4985, 1111111111111111, 50, 70, 665, 1/785, 79.9131498336792, False
0.5132, 0.8553, 0.7625, 0.7576, 0, 1.105, 0.6745, 0.9091, 1.036, 1.241, 0.4448, 1.427, 1.095, 1.026, 1.373, 0.4985, 1111111111111111, 50, 70, 666, 1/785, 80.03187870979309, False
0.5181, 0.8553, 0.7625, 0.7576, 0, 1.109, 0.6745, 0.914, 1.041, 1.241, 0.4448, 1.427, 1.095, 1.026, 1.378, 0.4985, 1111111111111111, 50, 70, 667, 1/785, 80.1535394191742, False
0.5181, 0.8553, 0.7625, 0.7625, 0, 1.109, 0.6696, 0.9091, 1.036, 1.241, 0.4448, 1.427, 1.095, 1.026, 1.378, 0.4985, 1111111111111111, 50, 70, 668, 1/785, 80.2741346359253, False
0.5181, 0.8553, 0.7625, 0.7625, 0, 1.109, 0.6745, 0.914, 1.041, 1.241, 0.4448, 1.427, 1.095, 1.026, 1.378, 0.4985, 1111111111111111, 50, 70, 669, 1/785, 80.39303207397461, False
0.5181, 0.8553, 0.7625, 0.7625, 0, 1.114, 0.6745, 0.9091, 1.041, 1.241, 0.4497, 1.427, 1.1, 1.031, 1.378, 0.4985, 1111111111111111, 50, 70, 670, 1/785, 80.51444602012634, False
0.5181, 0.8553, 0.7625, 0.7576, 0, 1.109, 0.6745, 0.914, 1.041, 1.241, 0.4497, 1.427, 1.1, 1.031, 1.378, 0.5034, 1111111111111111, 50, 70, 671, 1/785, 80.63308548927307, False
0.5181, 0.8602, 0.7625, 0.7625, 0, 1.109, 0.6745, 0.914, 1.041, 1.241, 0.4497, 1.432, 1.1, 1.031, 1.378, 0.4985, 1111111111111111, 50, 70, 672, 1/785, 80.75342559814453, False
0.5132, 0.8553, 0.7674, 0.7625, 0, 1.109, 0.6794, 0.914, 1.046, 1.241, 0.4497, 1.427, 1.1, 1.031, 1.378, 0.5034, 1111111111111111, 50, 70, 673, 1/785, 80.8751289844513, False
0.5181, 0.8602, 0.7625, 0.7625, 0, 1.114, 0.6745, 0.914, 1.041, 1.241, 0.4497, 1.427, 1.105, 1.031, 1.378, 0.4985, 1111111111111111, 50, 70, 674, 1/785, 80.99402666091919, False
0.523, 0.8602, 0.7674, 0.7625, 0, 1.109, 0.6794, 0.9091, 1.041, 1.241, 0.4497, 1.427, 1.1, 1.031, 1.378, 0.5034, 1111111111111111, 50, 70, 675, 1/785, 81.11611461639404, False
0.523, 0.8602, 0.7674, 0.7674, 0, 1.114, 0.6794, 0.914, 1.041, 1.241, 0.4497, 1.427, 1.1, 1.031, 1.378, 0.5034, 1111111111111111, 50, 70, 676, 1/785, 81.23592019081116, False
0.523, 0.8602, 0.7674, 0.7625, 0, 1.114, 0.6794, 0.914, 1.041, 1.241, 0.4497, 1.432, 1.1, 1.031, 1.383, 0.5034, 1111111111111111, 50, 70, 677, 1/785, 81.35481023788452, False
0.5181, 0.8602, 0.7722, 0.7674, 0, 1.114, 0.6794, 0.9189, 1.046, 1.246, 0.4497, 1.427, 1.105, 1.036, 1.378, 0.5034, 1111111111111111, 50, 70, 678, 1/785, 81.47648906707764, False
0.5181, 0.8602, 0.7674, 0.7674, 0, 1.114, 0.6794, 0.9189, 1.046, 1.241, 0.4497, 1.427, 1.105, 1.036, 1.383, 0.5034, 1111111111111111, 50, 70, 679, 1/785, 81.59715485572815, False
0.5181, 0.8602, 0.7674, 0.7625, 0, 1.114, 0.6843, 0.9189, 1.046, 1.241, 0.4545, 1.432, 1.109, 1.036, 1.383, 0.5034, 1111111111111111, 50, 70, 680, 1/785, 81.71583414077759, False
0.523, 0.8651, 0.7674, 0.7674, 0, 1.119, 0.6794, 0.9189, 1.046, 1.246, 0.4497, 1.432, 1.105, 1.036, 1.383, 0.5083, 1111111111111111, 50, 70, 681, 1/785, 81.83727884292603, False
0.5181, 0.8602, 0.7674, 0.7674, 0, 1.114, 0.6891, 0.9189, 1.051, 1.246, 0.4545, 1.432, 1.105, 1.036, 1.383, 0.5034, 1111111111111111, 50, 70, 682, 1/785, 81.9558789730072, False
0.523, 0.8602, 0.7674, 0.7674, 0, 1.114, 0.6843, 0.9189, 1.046, 1.241, 0.4497, 1.432, 1.109, 1.036, 1.383, 0.5034, 1111111111111111, 50, 70, 683, 1/785, 82.07631039619446, False
0.523, 0.8602, 0.7674, 0.7674, 0, 1.114, 0.6843, 0.9189, 1.051, 1.246, 0.4545, 1.432, 1.109, 1.041, 1.378, 0.5034, 1111111111111111, 50, 70, 684, 1/785, 82.1979467868805, False
0.523, 0.8602, 0.7722, 0.7674, 0, 1.119, 0.6843, 0.9238, 1.046, 1.246, 0.4545, 1.432, 1.109, 1.036, 1.388, 0.5034, 1111111111111111, 50, 70, 685, 1/785, 82.3169515132904, False
0.523, 0.8651, 0.7722, 0.7674, 0, 1.119, 0.6891, 0.9238, 1.051, 1.246, 0.4545, 1.432, 1.109, 1.041, 1.383, 0.5034, 1111111111111111, 50, 70, 686, 1/785, 82.43875789642334, False
0.523, 0.8651, 0.7722, 0.7722, 0, 1.119, 0.6843, 0.9286, 1.046, 1.246, 0.4545, 1.432, 1.109, 1.036, 1.388, 0.5083, 1111111111111111, 50, 70, 687, 1/785, 82.5587317943573, False
0.523, 0.8651, 0.7722, 0.7674, 0, 1.119, 0.6843, 0.9238, 1.051, 1.246, 0.4545, 1.432, 1.114, 1.041, 1.388, 0.5083, 1111111111111111, 50, 70, 688, 1/785, 82.67750334739685, False
0.523, 0.8651, 0.7722, 0.7674, 0, 1.119, 0.6891, 0.9238, 1.051, 1.241, 0.4545, 1.432, 1.114, 1.041, 1.383, 0.5083, 1111111111111111, 50, 70, 689, 1/785, 82.79929542541504, False
0.523, 0.8651, 0.7722, 0.7722, 0, 1.119, 0.6891, 0.9238, 1.056, 1.246, 0.4594, 1.437, 1.114, 1.041, 1.388, 0.5083, 1111111111111111, 50, 70, 690, 1/785, 82.91953563690186, False
0.523, 0.8651, 0.7722, 0.7722, 0, 1.119, 0.6891, 0.9238, 1.051, 1.246, 0.4594, 1.437, 1.114, 1.041, 1.388, 0.5083, 1111111111111111, 50, 70, 691, 1/785, 83.0383973121643, False
0.5279, 0.8651, 0.7771, 0.7722, 0, 1.119, 0.6891, 0.9238, 1.051, 1.246, 0.4594, 1.437, 1.114, 1.046, 1.388, 0.5083, 1111111111111111, 50, 70, 692, 1/785, 83.16001176834106, False
0.5279, 0.8651, 0.7771, 0.7722, 0, 1.119, 0.6891, 0.9238, 1.051, 1.246, 0.4594, 1.437, 1.114, 1.046, 1.388, 0.5083, 1111111111111111, 50, 70, 693, 1/785, 83.2804434299469, False
0.5279, 0.8651, 0.7771, 0.7722, 0, 1.119, 0.6891, 0.9286, 1.051, 1.246, 0.4545, 1.437, 1.114, 1.046, 1.388, 0.5083, 1111111111111111, 50, 70, 694, 1/785, 83.3992829322815, False
0.5279, 0.87, 0.7722, 0.7722, 0, 1.124, 0.6891, 0.9286, 1.056, 1.246, 0.4594, 1.437, 1.119, 1.046, 1.388, 0.5083, 1111111111111111, 50, 70, 695, 1/785, 83.52124619483948, False
0.5279, 0.87, 0.7771, 0.7722, 0, 1.124, 0.694, 0.9286, 1.056, 1.246, 0.4594, 1.437, 1.114, 1.041, 1.388, 0.5083, 1111111111111111, 50, 70, 696, 1/785, 83.63965201377869, False
0.523, 0.87, 0.7771, 0.7722, 0, 1.124, 0.6891, 0.9286, 1.056, 1.246, 0.4594, 1.437, 1.119, 1.046, 1.388, 0.5083, 1111111111111111, 50, 70, 697, 1/785, 83.76100039482117, False
0.5279, 0.87, 0.7771, 0.7722, 0, 1.124, 0.694, 0.9286, 1.056, 1.246, 0.4594, 1.432, 1.119, 1.046, 1.388, 0.5132, 1111111111111111, 50, 70, 698, 1/785, 83.88205218315125, False
0.5279, 0.87, 0.7771, 0.7722, 0, 1.124, 0.6989, 0.9286, 1.061, 1.246, 0.4643, 1.437, 1.124, 1.046, 1.388, 0.5083, 1111111111111111, 50, 70, 699, 1/785, 84.00042533874512, False
0.5279, 0.8749, 0.7771, 0.7722, 0, 1.124, 0.694, 0.9286, 1.056, 1.246, 0.4594, 1.437, 1.119, 1.046, 1.393, 0.5083, 1111111111111111, 50, 70, 700, 1/785, 84.12150001525879, False
0.5279, 0.87, 0.7771, 0.7722, 0, 1.124, 0.694, 0.9335, 1.056, 1.246, 0.4594, 1.442, 1.119, 1.051, 1.388, 0.5132, 1111111111111111, 50, 70, 701, 1/785, 84.2427294254303, False
0.5279, 0.87, 0.7771, 0.7722, 0, 1.124, 0.694, 0.9286, 1.056, 1.246, 0.4594, 1.437, 1.119, 1.046, 1.393, 0.5132, 1111111111111111, 50, 70, 702, 1/785, 84.36116027832031, False
0.5279, 0.87, 0.7771, 0.7771, 0, 1.129, 0.694, 0.9335, 1.061, 1.251, 0.4643, 1.437, 1.119, 1.051, 1.393, 0.5132, 1111111111111111, 50, 70, 703, 1/785, 84.48296737670898, False
0.5279, 0.8749, 0.7771, 0.7771, 0, 1.129, 0.694, 0.9335, 1.061, 1.246, 0.4594, 1.437, 1.124, 1.051, 1.393, 0.5132, 1111111111111111, 50, 70, 704, 1/785, 84.60331225395203, False
0.5279, 0.8749, 0.7771, 0.7771, 0, 1.129, 0.694, 0.9335, 1.061, 1.251, 0.4643, 1.442, 1.124, 1.051, 1.398, 0.5132, 1111111111111111, 50, 70, 705, 1/785, 84.72198247909546, False
0.5279, 0.8749, 0.7771, 0.7771, 0, 1.124, 0.694, 0.9335, 1.061, 1.246, 0.4594, 1.437, 1.124, 1.051, 1.393, 0.5132, 1111111111111111, 50, 70, 706, 1/785, 84.84400582313538, False
0.5327, 0.8749, 0.7771, 0.7722, 0, 1.124, 0.694, 0.9335, 1.061, 1.251, 0.4643, 1.442, 1.124, 1.056, 1.393, 0.5132, 1111111111111111, 50, 70, 707, 1/785, 84.96251463890076, False
0.5327, 0.8798, 0.7771, 0.7771, 0, 1.124, 0.6989, 0.9335, 1.061, 1.251, 0.4643, 1.442, 1.124, 1.051, 1.398, 0.5132, 1111111111111111, 50, 70, 708, 1/785, 85.08424282073975, False
0.5327, 0.8749, 0.7869, 0.7771, 0, 1.129, 0.6989, 0.9384, 1.065, 1.246, 0.4643, 1.442, 1.129, 1.056, 1.393, 0.5181, 1111111111111111, 50, 70, 709, 1/785, 85.20444631576538, False
0.5327, 0.8749, 0.7869, 0.7771, 0, 1.129, 0.6989, 0.9384, 1.065, 1.251, 0.4643, 1.442, 1.124, 1.056, 1.393, 0.5132, 1111111111111111, 50, 70, 710, 1/785, 85.32321357727051, False
0.5327, 0.8798, 0.782, 0.7771, 0, 1.124, 0.6989, 0.9335, 1.061, 1.251, 0.4643, 1.442, 1.129, 1.056, 1.398, 0.5132, 1111111111111111, 50, 70, 711, 1/785, 85.4453330039978, False
0.5327, 0.8798, 0.782, 0.7771, 0, 1.129, 0.6989, 0.9384, 1.061, 1.251, 0.4643, 1.442, 1.129, 1.056, 1.393, 0.5181, 1111111111111111, 50, 70, 712, 1/785, 85.56531929969788, False
0.5327, 0.8798, 0.782, 0.7771, 0, 1.129, 0.6989, 0.9384, 1.065, 1.251, 0.4643, 1.442, 1.129, 1.056, 1.398, 0.5132, 1111111111111111, 50, 70, 713, 1/785, 85.68445348739624, False
0.5327, 0.8798, 0.782, 0.782, 0, 1.129, 0.6989, 0.9384, 1.07, 1.251, 0.4643, 1.442, 1.134, 1.056, 1.398, 0.5181, 1111111111111111, 50, 70, 714, 1/785, 85.80616688728333, False
0.5327, 0.8847, 0.7869, 0.782, 0, 1.129, 0.7038, 0.9384, 1.065, 1.251, 0.4643, 1.442, 1.129, 1.056, 1.398, 0.5181, 1111111111111111, 50, 70, 715, 1/785, 85.92630529403687, False
0.5327, 0.8798, 0.782, 0.782, 0, 1.129, 0.7087, 0.9384, 1.07, 1.251, 0.4692, 1.442, 1.134, 1.056, 1.398, 0.5181, 1111111111111111, 50, 70, 716, 1/785, 86.04499793052673, False
0.5327, 0.8798, 0.782, 0.782, 0, 1.129, 0.7038, 0.9384, 1.065, 1.251, 0.4643, 1.447, 1.134, 1.061, 1.398, 0.5181, 1111111111111111, 50, 70, 717, 1/785, 86.16650414466858, False
0.5327, 0.8798, 0.7869, 0.782, 0, 1.129, 0.7087, 0.9384, 1.07, 1.251, 0.4643, 1.447, 1.134, 1.061, 1.398, 0.5181, 1111111111111111, 50, 70, 718, 1/785, 86.28555941581726, False
0.5376, 0.8798, 0.7869, 0.782, 0, 1.134, 0.7038, 0.9433, 1.07, 1.251, 0.4692, 1.442, 1.134, 1.061, 1.403, 0.5181, 1111111111111111, 50, 70, 719, 1/785, 86.40552806854248, False
0.5327, 0.8798, 0.7869, 0.782, 0, 1.134, 0.7038, 0.9433, 1.07, 1.256, 0.4643, 1.447, 1.134, 1.061, 1.398, 0.5181, 1111111111111111, 50, 70, 720, 1/785, 86.52768063545227, False
0.5327, 0.8847, 0.7869, 0.782, 0, 1.139, 0.7038, 0.9482, 1.07, 1.256, 0.4643, 1.442, 1.134, 1.061, 1.398, 0.5181, 1111111111111111, 50, 70, 721, 1/785, 86.64608550071716, False
0.5376, 0.8847, 0.7869, 0.782, 0, 1.134, 0.7038, 0.9433, 1.07, 1.251, 0.4692, 1.447, 1.139, 1.065, 1.403, 0.5181, 1111111111111111, 50, 70, 722, 1/785, 86.76780247688293, False
0.5376, 0.8847, 0.7869, 0.7869, 0, 1.134, 0.7087, 0.9433, 1.07, 1.251, 0.4692, 1.447, 1.139, 1.061, 1.403, 0.5181, 1111111111111111, 50, 70, 723, 1/785, 86.88811182975769, False
0.5327, 0.8847, 0.7869, 0.7869, 0, 1.134, 0.7087, 0.9433, 1.075, 1.256, 0.4741, 1.447, 1.139, 1.061, 1.403, 0.5181, 1111111111111111, 50, 70, 724, 1/785, 87.00702476501465, False
0.5327, 0.8847, 0.7869, 0.7869, 0, 1.134, 0.7087, 0.9433, 1.07, 1.251, 0.4692, 1.442, 1.139, 1.061, 1.398, 0.523, 1111111111111111, 50, 70, 725, 1/785, 87.1289575099945, False
0.5376, 0.8847, 0.7869, 0.782, 0, 1.134, 0.7087, 0.9482, 1.07, 1.256, 0.4692, 1.447, 1.139, 1.061, 1.403, 0.5181, 1111111111111111, 50, 70, 726, 1/785, 87.24881339073181, False
0.5376, 0.8847, 0.7918, 0.7869, 0, 1.134, 0.7087, 0.9482, 1.075, 1.256, 0.4692, 1.447, 1.139, 1.065, 1.403, 0.523, 1111111111111111, 50, 70, 727, 1/785, 87.3676404953003, False
0.5376, 0.8895, 0.7918, 0.782, 0, 1.134, 0.7087, 0.9482, 1.07, 1.256, 0.4692, 1.447, 1.139, 1.065, 1.403, 0.5181, 1111111111111111, 50, 70, 728, 1/785, 87.48958802223206, False
0.5376, 0.8847, 0.7869, 0.7869, 0, 1.139, 0.7087, 0.9482, 1.07, 1.256, 0.4692, 1.452, 1.144, 1.065, 1.403, 0.5181, 1111111111111111, 50, 70, 729, 1/785, 87.60714793205261, False
0.5376, 0.8847, 0.7918, 0.7869, 0, 1.139, 0.7087, 0.9482, 1.075, 1.251, 0.4692, 1.447, 1.144, 1.065, 1.403, 0.523, 1111111111111111, 50, 70, 730, 1/785, 87.72884321212769, False
0.5425, 0.8847, 0.7869, 0.7869, 0, 1.134, 0.7087, 0.9482, 1.075, 1.251, 0.4741, 1.452, 1.144, 1.07, 1.408, 0.523, 1111111111111111, 50, 70, 731, 1/785, 87.85010981559753, False
0.5425, 0.8895, 0.7918, 0.7918, 0, 1.139, 0.7087, 0.9482, 1.075, 1.256, 0.4692, 1.447, 1.144, 1.065, 1.403, 0.523, 1111111111111111, 50, 70, 732, 1/785, 87.96902775764465, False
0.5376, 0.8895, 0.7918, 0.7869, 0, 1.139, 0.7087, 0.9482, 1.075, 1.256, 0.4692, 1.452, 1.144, 1.065, 1.408, 0.523, 1111111111111111, 50, 70, 733, 1/785, 88.09045433998108, False
0.5376, 0.8895, 0.7918, 0.7918, 0, 1.139, 0.7087, 0.9482, 1.075, 1.251, 0.4741, 1.447, 1.149, 1.07, 1.408, 0.523, 1111111111111111, 50, 70, 734, 1/785, 88.21086478233337, False
0.5376, 0.8847, 0.7918, 0.7869, 0, 1.139, 0.7087, 0.9482, 1.075, 1.256, 0.4692, 1.452, 1.144, 1.07, 1.408, 0.5279, 1111111111111111, 50, 70, 735, 1/785, 88.32979774475098, False
0.5425, 0.8895, 0.7918, 0.7918, 0, 1.139, 0.7136, 0.9531, 1.08, 1.256, 0.4741, 1.452, 1.149, 1.07, 1.408, 0.523, 1111111111111111, 50, 70, 736, 1/785, 88.45155644416809, False
0.5425, 0.8895, 0.7918, 0.7869, 0, 1.139, 0.7136, 0.9531, 1.08, 1.256, 0.4741, 1.452, 1.144, 1.07, 1.408, 0.5279, 1111111111111111, 50, 70, 737, 1/785, 88.57214379310608, False
0.5425, 0.8895, 0.7967, 0.7918, 0, 1.139, 0.7136, 0.9531, 1.08, 1.256, 0.4741, 1.452, 1.149, 1.07, 1.408, 0.523, 1111111111111111, 50, 70, 738, 1/785, 88.6904604434967, False
0.5425, 0.8895, 0.7967, 0.7918, 0, 1.134, 0.7087, 0.9531, 1.08, 1.256, 0.4741, 1.452, 1.149, 1.07, 1.408, 0.523, 1111111111111111, 50, 70, 739, 1/785, 88.8126711845398, False
0.5425, 0.8895, 0.7918, 0.7918, 0, 1.139, 0.7136, 0.9531, 1.08, 1.256, 0.4741, 1.452, 1.149, 1.07, 1.408, 0.5279, 1111111111111111, 50, 70, 740, 1/785, 88.9328134059906, False
0.5425, 0.8895, 0.7967, 0.7918, 0, 1.139, 0.7136, 0.9531, 1.085, 1.256, 0.4741, 1.452, 1.153, 1.07, 1.408, 0.523, 1111111111111111, 50, 70, 741, 1/785, 89.05161738395691, False
0.5425, 0.8895, 0.7967, 0.7918, 0, 1.144, 0.7136, 0.958, 1.08, 1.256, 0.4741, 1.452, 1.149, 1.075, 1.408, 0.5279, 1111111111111111, 50, 70, 742, 1/785, 89.1729462146759, False
0.5425, 0.8895, 0.7967, 0.7918, 0, 1.144, 0.7185, 0.9531, 1.085, 1.256, 0.4741, 1.452, 1.153, 1.075, 1.408, 0.5279, 1111111111111111, 50, 70, 743, 1/785, 89.29216456413269, False
0.5425, 0.8895, 0.7967, 0.7918, 0, 1.139, 0.7185, 0.9531, 1.085, 1.256, 0.479, 1.452, 1.153, 1.075, 1.408, 0.5279, 1111111111111111, 50, 70, 744, 1/785, 89.41321730613708, False
0.5425, 0.8895, 0.7967, 0.7918, 0, 1.139, 0.7136, 0.958, 1.085, 1.256, 0.4741, 1.452, 1.153, 1.075, 1.413, 0.5279, 1111111111111111, 50, 70, 745, 1/785, 89.53397417068481, False
0.5474, 0.8944, 0.7967, 0.7918, 0, 1.144, 0.7185, 0.958, 1.085, 1.261, 0.4741, 1.457, 1.153, 1.08, 1.408, 0.5279, 1111111111111111, 50, 70, 746, 1/785, 89.65292978286743, False
0.5425, 0.8944, 0.7967, 0.7967, 0, 1.144, 0.7185, 0.958, 1.085, 1.261, 0.4741, 1.457, 1.153, 1.075, 1.408, 0.5279, 1111111111111111, 50, 70, 747, 1/785, 89.77464652061462, False
0.5425, 0.8944, 0.7967, 0.7918, 0, 1.144, 0.7136, 0.958, 1.08, 1.256, 0.4741, 1.452, 1.158, 1.075, 1.413, 0.523, 1111111111111111, 50, 70, 748, 1/785, 89.89479732513428, False
0.5474, 0.8944, 0.7967, 0.7967, 0, 1.144, 0.7136, 0.958, 1.085, 1.256, 0.4741, 1.457, 1.153, 1.075, 1.413, 0.5279, 1111111111111111, 50, 70, 749, 1/785, 90.01390957832336, False
0.5474, 0.8944, 0.7967, 0.7967, 0, 1.144, 0.7185, 0.958, 1.085, 1.256, 0.479, 1.457, 1.158, 1.075, 1.413, 0.5279, 1111111111111111, 50, 70, 750, 1/785, 90.13540458679199, False
0.5474, 0.8993, 0.7967, 0.7967, 0, 1.144, 0.7185, 0.958, 1.085, 1.261, 0.479, 1.457, 1.158, 1.08, 1.413, 0.5279, 1111111111111111, 50, 70, 751, 1/785, 90.25522255897522, False
0.5474, 0.8993, 0.8016, 0.7967, 0, 1.144, 0.7185, 0.958, 1.09, 1.256, 0.479, 1.457, 1.158, 1.08, 1.413, 0.5279, 1111111111111111, 50, 70, 752, 1/785, 90.37430095672607, False
0.5474, 0.8944, 0.8016, 0.7918, 0, 1.144, 0.7185, 0.958, 1.09, 1.261, 0.479, 1.457, 1.158, 1.08, 1.413, 0.5279, 1111111111111111, 50, 70, 753, 1/785, 90.49628376960754, False
0.5474, 0.8993, 0.8016, 0.7967, 0, 1.149, 0.7185, 0.9629, 1.085, 1.261, 0.479, 1.457, 1.158, 1.085, 1.413, 0.5279, 1111111111111111, 50, 70, 754, 1/785, 90.61460900306702, False
0.5523, 0.8993, 0.8016, 0.7967, 0, 1.149, 0.7185, 0.9629, 1.09, 1.261, 0.479, 1.461, 1.158, 1.08, 1.417, 0.5327, 1111111111111111, 50, 70, 755, 1/785, 90.73539996147156, False
0.5474, 0.8993, 0.8016, 0.7967, 0, 1.144, 0.7234, 0.9629, 1.09, 1.261, 0.479, 1.457, 1.163, 1.085, 1.417, 0.5279, 1111111111111111, 50, 70, 756, 1/785, 90.85661673545837, False
0.5474, 0.8993, 0.8016, 0.7967, 0, 1.149, 0.7185, 0.9629, 1.09, 1.261, 0.479, 1.457, 1.158, 1.08, 1.413, 0.5327, 1111111111111111, 50, 70, 757, 1/785, 90.97560024261475, False
0.5474, 0.8993, 0.8016, 0.8016, 0, 1.149, 0.7234, 0.9629, 1.095, 1.261, 0.4839, 1.457, 1.163, 1.08, 1.413, 0.5327, 1111111111111111, 50, 70, 758, 1/785, 91.09762048721313, False
0.5474, 0.8993, 0.8016, 0.8016, 0, 1.149, 0.7234, 0.9629, 1.09, 1.261, 0.479, 1.457, 1.163, 1.085, 1.417, 0.5327, 1111111111111111, 50, 70, 759, 1/785, 91.21769952774048, False
0.5474, 0.8993, 0.8065, 0.7967, 0, 1.149, 0.7234, 0.9677, 1.095, 1.261, 0.4839, 1.461, 1.163, 1.085, 1.413, 0.5327, 1111111111111111, 50, 70, 760, 1/785, 91.3362786769867, False
0.5474, 0.9042, 0.8065, 0.8016, 0, 1.149, 0.7234, 0.9677, 1.095, 1.261, 0.4839, 1.457, 1.163, 1.085, 1.417, 0.5327, 1111111111111111, 50, 70, 761, 1/785, 91.45803213119507, False
0.5523, 0.8993, 0.8065, 0.8016, 0, 1.149, 0.7234, 0.9629, 1.09, 1.261, 0.4839, 1.461, 1.163, 1.085, 1.417, 0.5327, 1111111111111111, 50, 70, 762, 1/785, 91.57811260223389, False
0.5474, 0.8993, 0.8016, 0.7967, 0, 1.149, 0.7185, 0.9677, 1.09, 1.266, 0.4839, 1.461, 1.163, 1.085, 1.417, 0.5327, 1111111111111111, 50, 70, 763, 1/785, 91.69691205024719, False
0.5523, 0.9042, 0.8065, 0.8016, 0, 1.149, 0.7234, 0.9677, 1.095, 1.261, 0.479, 1.461, 1.163, 1.085, 1.417, 0.5327, 1111111111111111, 50, 70, 764, 1/785, 91.81890654563904, False
0.5523, 0.8993, 0.8065, 0.7967, 0, 1.149, 0.7234, 0.9677, 1.095, 1.261, 0.4839, 1.461, 1.168, 1.085, 1.417, 0.5327, 1111111111111111, 50, 70, 765, 1/785, 91.9374771118164, False
0.5474, 0.9042, 0.8065, 0.8016, 0, 1.153, 0.7185, 0.9677, 1.095, 1.266, 0.4839, 1.461, 1.168, 1.085, 1.417, 0.5327, 1111111111111111, 50, 70, 766, 1/785, 92.05672812461853, False
0.5523, 0.9042, 0.8065, 0.8016, 0, 1.149, 0.7234, 0.9677, 1.095, 1.261, 0.479, 1.461, 1.168, 1.085, 1.422, 0.5327, 1111111111111111, 50, 70, 767, 1/785, 92.1798746585846, False
0.5523, 0.9042, 0.8065, 0.8065, 0, 1.149, 0.7185, 0.9677, 1.095, 1.261, 0.4839, 1.461, 1.168, 1.09, 1.422, 0.5327, 1111111111111111, 50, 70, 768, 1/785, 92.2984528541565, False
0.5523, 0.8993, 0.8065, 0.8016, 0, 1.149, 0.7185, 0.9677, 1.095, 1.261, 0.4839, 1.461, 1.168, 1.09, 1.417, 0.5376, 1111111111111111, 50, 70, 769, 1/785, 92.41983103752136, False
0.5523, 0.9042, 0.8113, 0.8016, 0, 1.153, 0.7234, 0.9677, 1.1, 1.261, 0.4839, 1.461, 1.168, 1.09, 1.422, 0.5376, 1111111111111111, 50, 70, 770, 1/785, 92.54039096832275, False
0.5523, 0.9042, 0.8065, 0.8016, 0, 1.153, 0.7234, 0.9677, 1.095, 1.266, 0.4839, 1.466, 1.168, 1.09, 1.422, 0.5327, 1111111111111111, 50, 70, 771, 1/785, 92.65949702262878, False
0.5572, 0.9091, 0.8113, 0.8016, 0, 1.149, 0.7234, 0.9677, 1.095, 1.261, 0.4839, 1.461, 1.173, 1.09, 1.417, 0.5327, 1111111111111111, 50, 70, 772, 1/785, 92.78086614608765, False
0.5572, 0.9042, 0.8113, 0.8016, 0, 1.153, 0.7234, 0.9677, 1.095, 1.261, 0.4839, 1.461, 1.168, 1.09, 1.422, 0.5376, 1111111111111111, 50, 70, 773, 1/785, 92.9009804725647, False
0.5572, 0.9042, 0.8113, 0.8065, 0, 1.153, 0.7234, 0.9775, 1.095, 1.266, 0.4839, 1.461, 1.173, 1.09, 1.422, 0.5327, 1111111111111111, 50, 70, 774, 1/785, 93.01980638504028, False
0.5523, 0.9042, 0.8113, 0.8065, 0, 1.153, 0.7234, 0.9726, 1.1, 1.261, 0.4888, 1.461, 1.173, 1.09, 1.427, 0.5376, 1111111111111111, 50, 70, 775, 1/785, 93.14157509803772, False
0.5523, 0.9042, 0.8065, 0.8065, 0, 1.153, 0.7185, 0.9726, 1.1, 1.261, 0.4888, 1.461, 1.178, 1.09, 1.422, 0.5376, 1111111111111111, 50, 70, 776, 1/785, 93.26238107681274, False
0.5523, 0.9042, 0.8113, 0.8065, 0, 1.153, 0.7234, 0.9726, 1.1, 1.261, 0.4888, 1.461, 1.173, 1.09, 1.422, 0.5376, 1111111111111111, 50, 70, 777, 1/785, 93.3805935382843, False
0.5572, 0.9091, 0.8113, 0.8016, 0, 1.153, 0.7234, 0.9726, 1.1, 1.261, 0.4888, 1.466, 1.173, 1.095, 1.422, 0.5425, 1111111111111111, 50, 70, 778, 1/785, 93.50232434272766, False
0.5523, 0.9091, 0.8162, 0.8065, 0, 1.153, 0.7234, 0.9726, 1.1, 1.266, 0.4888, 1.466, 1.173, 1.09, 1.422, 0.5376, 1111111111111111, 50, 70, 779, 1/785, 93.62161540985107, False
0.5572, 0.9091, 0.8113, 0.8016, 0, 1.153, 0.7234, 0.9726, 1.1, 1.266, 0.4888, 1.466, 1.178, 1.095, 1.422, 0.5376, 1111111111111111, 50, 70, 780, 1/785, 93.74307179450989, False
0.5572, 0.9091, 0.8113, 0.8016, 0, 1.153, 0.7234, 0.9775, 1.1, 1.271, 0.4839, 1.471, 1.173, 1.095, 1.422, 0.5376, 1111111111111111, 50, 70, 781, 1/785, 93.86333656311035, False
