Ch1(mA), Ch2(mA), Ch3(mA), Ch4(mA), Ch5(mA), Ch6(mA), Ch7(mA), Ch8(mA), Ch9(mA), Ch10(mA), Ch11(mA), Ch12(mA), Ch13(mA), Ch14(mA), Ch15(mA), Ch16(mA), Channel state, On time, Off time, Pulse number, Pattern, Time, Probeflag
0.05376, 0.0391, 0.05865, 0.05376, 0, 0.09775, 0.01466, 0.05865, 0.0782, 0.347, 0.0391, 0.259, 0.08309, 0.04888, 0.1662, 0.0391, 1111111111111111, 50, 70, 12, 1/785, 1.3826165199279785, False
0.05376, 0.04399, 0.06354, 0.05865, 0, 0.1026, 0.01466, 0.05865, 0.08309, 0.3617, 0.04399, 0.2737, 0.08798, 0.05376, 0.1808, 0.0391, 1111111111111111, 50, 70, 13, 1/785, 1.5038363933563232, False
0.05865, 0.04399, 0.06354, 0.06354, 0, 0.1075, 0.01955, 0.06354, 0.08798, 0.3666, 0.04888, 0.2835, 0.09286, 0.05376, 0.1857, 0.0391, 1111111111111111, 50, 70, 14, 1/785, 1.624279499053955, False
0.05865, 0.04399, 0.06843, 0.06354, 0, 0.1124, 0.01955, 0.06843, 0.09286, 0.3812, 0.04399, 0.2933, 0.09775, 0.05865, 0.1955, 0.04399, 1111111111111111, 50, 70, 15, 1/785, 1.743298053741455, False
0.06354, 0.04399, 0.07331, 0.06354, 0, 0.1173, 0.01955, 0.06843, 0.09286, 0.3959, 0.04888, 0.3128, 0.1026, 0.06354, 0.2053, 0.04888, 1111111111111111, 50, 70, 16, 1/785, 1.856661081314087, False
0.06354, 0.05376, 0.07331, 0.06843, 0, 0.1222, 0.02444, 0.07331, 0.09775, 0.4057, 0.04888, 0.3177, 0.1075, 0.06843, 0.2151, 0.04888, 1111111111111111, 50, 70, 17, 1/785, 1.9849035739898682, False
0.06354, 0.05376, 0.0782, 0.07331, 0, 0.132, 0.02444, 0.0782, 0.09775, 0.4154, 0.04888, 0.3324, 0.1075, 0.06843, 0.2248, 0.04888, 1111111111111111, 50, 70, 18, 1/785, 2.1035234928131104, False
0.06843, 0.05865, 0.0782, 0.07331, 0, 0.1369, 0.02444, 0.0782, 0.1026, 0.4252, 0.05376, 0.3421, 0.1173, 0.06843, 0.2346, 0.05376, 1111111111111111, 50, 70, 19, 1/785, 2.2255425453186035, False
0.06843, 0.05865, 0.0782, 0.0782, 0, 0.1417, 0.02933, 0.08309, 0.1124, 0.435, 0.05376, 0.3519, 0.1173, 0.07331, 0.2444, 0.04888, 1111111111111111, 50, 70, 20, 1/785, 2.345379590988159, False
0.06843, 0.06354, 0.0782, 0.08309, 0, 0.1466, 0.02933, 0.08309, 0.1124, 0.4399, 0.05865, 0.3617, 0.1173, 0.07331, 0.2542, 0.05376, 1111111111111111, 50, 70, 21, 1/785, 2.466201066970825, False
0.06843, 0.06354, 0.08309, 0.0782, 0, 0.1515, 0.02933, 0.08309, 0.1222, 0.4497, 0.06354, 0.3715, 0.1271, 0.0782, 0.259, 0.05865, 1111111111111111, 50, 70, 22, 1/785, 2.58636474609375, False
0.07331, 0.06843, 0.08798, 0.08798, 0, 0.1564, 0.02933, 0.08798, 0.1222, 0.4594, 0.06354, 0.3812, 0.1271, 0.08309, 0.2688, 0.05865, 1111111111111111, 50, 70, 23, 1/785, 2.7058165073394775, False
0.07331, 0.07331, 0.09286, 0.08798, 0, 0.1613, 0.03421, 0.08798, 0.132, 0.4692, 0.06354, 0.391, 0.132, 0.08798, 0.2737, 0.06354, 1111111111111111, 50, 70, 24, 1/785, 2.8268027305603027, False
0.07331, 0.07331, 0.09286, 0.08798, 0, 0.1613, 0.03421, 0.08798, 0.132, 0.479, 0.06354, 0.4008, 0.1369, 0.08798, 0.2835, 0.06354, 1111111111111111, 50, 70, 25, 1/785, 2.947239875793457, False
0.0782, 0.0782, 0.09286, 0.09286, 0, 0.1711, 0.0391, 0.09286, 0.1369, 0.4888, 0.06354, 0.4154, 0.1417, 0.09286, 0.2933, 0.06843, 1111111111111111, 50, 70, 26, 1/785, 3.0661091804504395, False
0.0782, 0.0782, 0.09775, 0.09286, 0, 0.176, 0.0391, 0.09775, 0.1369, 0.4936, 0.07331, 0.4203, 0.1417, 0.09286, 0.303, 0.06843, 1111111111111111, 50, 70, 27, 1/785, 3.1880908012390137, False
0.0782, 0.08309, 0.09775, 0.09286, 0, 0.176, 0.0391, 0.09775, 0.1417, 0.4985, 0.06843, 0.4301, 0.1466, 0.09286, 0.3079, 0.06354, 1111111111111111, 50, 70, 28, 1/785, 3.308079957962036, False
0.0782, 0.08309, 0.1026, 0.09775, 0, 0.1857, 0.0391, 0.1026, 0.1466, 0.5083, 0.07331, 0.4399, 0.1515, 0.09775, 0.3177, 0.06843, 1111111111111111, 50, 70, 29, 1/785, 3.426553964614868, False
0.0782, 0.08798, 0.1026, 0.1026, 0, 0.1906, 0.04399, 0.1026, 0.1515, 0.5132, 0.07331, 0.4448, 0.1564, 0.09775, 0.3275, 0.06843, 1111111111111111, 50, 70, 30, 1/785, 3.5485196113586426, False
0.08309, 0.08798, 0.1026, 0.1026, 0, 0.1955, 0.04399, 0.1075, 0.1613, 0.523, 0.0782, 0.4545, 0.1613, 0.1075, 0.3324, 0.07331, 1111111111111111, 50, 70, 31, 1/785, 3.6681675910949707, False
0.08309, 0.08798, 0.1075, 0.1075, 0, 0.2004, 0.04399, 0.1075, 0.1613, 0.5279, 0.0782, 0.4643, 0.1662, 0.1075, 0.3421, 0.07331, 1111111111111111, 50, 70, 32, 1/785, 3.7885191440582275, False
0.08798, 0.09286, 0.1124, 0.1075, 0, 0.2004, 0.04399, 0.1124, 0.1613, 0.5376, 0.0782, 0.4692, 0.1662, 0.1124, 0.347, 0.0782, 1111111111111111, 50, 70, 33, 1/785, 3.9096972942352295, False
0.08798, 0.09775, 0.1124, 0.1124, 0, 0.2053, 0.04888, 0.1173, 0.1662, 0.5474, 0.0782, 0.4839, 0.1711, 0.1173, 0.3568, 0.08309, 1111111111111111, 50, 70, 34, 1/785, 4.028424501419067, False
0.08798, 0.09775, 0.1124, 0.1173, 0, 0.2151, 0.04888, 0.1173, 0.1711, 0.5523, 0.08309, 0.4888, 0.176, 0.1173, 0.3666, 0.0782, 1111111111111111, 50, 70, 35, 1/785, 4.15034031867981, False
0.08798, 0.1026, 0.1124, 0.1173, 0, 0.2199, 0.05376, 0.1222, 0.1711, 0.5621, 0.08309, 0.4985, 0.1808, 0.1173, 0.3715, 0.08309, 1111111111111111, 50, 70, 36, 1/785, 4.270147800445557, False
0.09286, 0.1026, 0.1173, 0.1173, 0, 0.2248, 0.04888, 0.1222, 0.176, 0.567, 0.08798, 0.5034, 0.1857, 0.1222, 0.3812, 0.08309, 1111111111111111, 50, 70, 37, 1/785, 4.389153957366943, False
0.09286, 0.1075, 0.1222, 0.1222, 0, 0.2297, 0.05376, 0.1271, 0.1808, 0.5718, 0.08309, 0.5132, 0.1906, 0.1271, 0.391, 0.08309, 1111111111111111, 50, 70, 38, 1/785, 4.51088547706604, False
0.09286, 0.1124, 0.1222, 0.1222, 0, 0.2346, 0.05376, 0.1271, 0.1857, 0.5767, 0.08798, 0.5181, 0.1906, 0.1271, 0.3959, 0.08798, 1111111111111111, 50, 70, 39, 1/785, 4.631067514419556, False
0.09286, 0.1173, 0.1271, 0.1271, 0, 0.2346, 0.05865, 0.132, 0.1857, 0.5865, 0.09286, 0.5279, 0.1955, 0.1369, 0.4008, 0.08798, 1111111111111111, 50, 70, 40, 1/785, 4.749558448791504, False
0.09286, 0.1173, 0.1271, 0.1271, 0, 0.2395, 0.06354, 0.132, 0.1955, 0.5914, 0.09286, 0.5327, 0.1955, 0.1369, 0.4057, 0.08798, 1111111111111111, 50, 70, 41, 1/785, 4.871734619140625, False
0.09286, 0.1222, 0.1271, 0.132, 0, 0.2444, 0.05865, 0.1369, 0.1955, 0.5963, 0.09286, 0.5425, 0.2053, 0.1417, 0.4154, 0.09286, 1111111111111111, 50, 70, 42, 1/785, 4.991517066955566, False
0.1026, 0.1222, 0.132, 0.132, 0, 0.2493, 0.06354, 0.1369, 0.2004, 0.6061, 0.09286, 0.5474, 0.2053, 0.1417, 0.4203, 0.09286, 1111111111111111, 50, 70, 43, 1/785, 5.111827373504639, False
0.09775, 0.1222, 0.132, 0.1369, 0, 0.2542, 0.06354, 0.1417, 0.2053, 0.6109, 0.09775, 0.5572, 0.2102, 0.1417, 0.4301, 0.09775, 1111111111111111, 50, 70, 44, 1/785, 5.232500314712524, False
0.1026, 0.1271, 0.1369, 0.1369, 0, 0.259, 0.06354, 0.1417, 0.2053, 0.6158, 0.09775, 0.5621, 0.2102, 0.1466, 0.435, 0.09775, 1111111111111111, 50, 70, 45, 1/785, 5.346564054489136, False
0.1026, 0.1271, 0.1369, 0.1417, 0, 0.2639, 0.06354, 0.1466, 0.2102, 0.6207, 0.1026, 0.5718, 0.2199, 0.1515, 0.4448, 0.09775, 1111111111111111, 50, 70, 46, 1/785, 5.472781658172607, False
0.1026, 0.132, 0.1417, 0.1417, 0, 0.2688, 0.06354, 0.1466, 0.2151, 0.6256, 0.1026, 0.5767, 0.2199, 0.1515, 0.4497, 0.09775, 1111111111111111, 50, 70, 47, 1/785, 5.592963933944702, False
0.1075, 0.132, 0.1417, 0.1466, 0, 0.2688, 0.06843, 0.1466, 0.2199, 0.6354, 0.1075, 0.5865, 0.2248, 0.1515, 0.4594, 0.1026, 1111111111111111, 50, 70, 48, 1/785, 5.7121875286102295, False
0.1026, 0.1369, 0.1417, 0.1466, 0, 0.2737, 0.06843, 0.1466, 0.2248, 0.6354, 0.1075, 0.5865, 0.2297, 0.1564, 0.4643, 0.1075, 1111111111111111, 50, 70, 49, 1/785, 5.832719326019287, False
0.1075, 0.1369, 0.1466, 0.1466, 0, 0.2786, 0.07331, 0.1564, 0.2248, 0.6452, 0.1075, 0.6012, 0.2297, 0.1613, 0.4741, 0.1075, 1111111111111111, 50, 70, 50, 1/785, 5.954089879989624, False
0.1075, 0.1417, 0.1515, 0.1515, 0, 0.2835, 0.07331, 0.1564, 0.2297, 0.65, 0.1075, 0.6061, 0.2346, 0.1662, 0.479, 0.1075, 1111111111111111, 50, 70, 51, 1/785, 6.07269024848938, False
0.1075, 0.1417, 0.1515, 0.1564, 0, 0.2884, 0.0782, 0.1613, 0.2297, 0.6598, 0.1075, 0.6109, 0.2395, 0.1711, 0.4839, 0.1124, 1111111111111111, 50, 70, 52, 1/785, 6.194364786148071, False
0.1124, 0.1417, 0.1515, 0.1564, 0, 0.2933, 0.0782, 0.1613, 0.2395, 0.6598, 0.1124, 0.6207, 0.2444, 0.176, 0.4888, 0.1124, 1111111111111111, 50, 70, 53, 1/785, 6.314275741577148, False
0.1173, 0.1466, 0.1564, 0.1613, 0, 0.2981, 0.0782, 0.1662, 0.2395, 0.6647, 0.1124, 0.6256, 0.2444, 0.176, 0.4985, 0.1124, 1111111111111111, 50, 70, 54, 1/785, 6.434401750564575, False
0.1173, 0.1515, 0.1613, 0.1613, 0, 0.2981, 0.0782, 0.1662, 0.2395, 0.6696, 0.1124, 0.6305, 0.2493, 0.176, 0.5034, 0.1124, 1111111111111111, 50, 70, 55, 1/785, 6.555566310882568, False
0.1124, 0.1564, 0.1564, 0.1662, 0, 0.303, 0.08309, 0.1711, 0.2444, 0.6745, 0.1173, 0.6354, 0.259, 0.1808, 0.5132, 0.1124, 1111111111111111, 50, 70, 56, 1/785, 6.674623012542725, False
0.1124, 0.1613, 0.1613, 0.1711, 0, 0.3128, 0.08309, 0.1711, 0.2493, 0.6794, 0.1173, 0.6452, 0.259, 0.1857, 0.5132, 0.1124, 1111111111111111, 50, 70, 57, 1/785, 6.79561710357666, False
0.1173, 0.1613, 0.1662, 0.1662, 0, 0.3128, 0.08309, 0.1711, 0.2542, 0.6843, 0.1222, 0.6452, 0.259, 0.1857, 0.523, 0.1222, 1111111111111111, 50, 70, 58, 1/785, 6.915780305862427, False
0.1173, 0.1613, 0.1662, 0.1711, 0, 0.3177, 0.08309, 0.176, 0.259, 0.6891, 0.1222, 0.6549, 0.2639, 0.1906, 0.523, 0.1222, 1111111111111111, 50, 70, 59, 1/785, 7.034945011138916, False
0.1222, 0.1662, 0.1662, 0.1711, 0, 0.3226, 0.08798, 0.176, 0.259, 0.694, 0.1222, 0.6598, 0.2688, 0.1906, 0.5327, 0.1222, 1111111111111111, 50, 70, 60, 1/785, 7.156647682189941, False
0.1173, 0.1662, 0.1711, 0.176, 0, 0.3226, 0.08798, 0.1808, 0.2639, 0.6989, 0.1222, 0.6696, 0.2688, 0.1955, 0.5376, 0.1222, 1111111111111111, 50, 70, 61, 1/785, 7.276659250259399, False
0.1222, 0.1662, 0.176, 0.176, 0, 0.3324, 0.08798, 0.1808, 0.2688, 0.7087, 0.1271, 0.6745, 0.2737, 0.2004, 0.5474, 0.1271, 1111111111111111, 50, 70, 62, 1/785, 7.39584755897522, False
0.1222, 0.1711, 0.1711, 0.1808, 0, 0.3324, 0.09286, 0.1857, 0.2688, 0.7087, 0.1271, 0.6794, 0.2786, 0.2004, 0.5523, 0.1271, 1111111111111111, 50, 70, 63, 1/785, 7.517071485519409, False
0.1222, 0.176, 0.176, 0.1857, 0, 0.3421, 0.09286, 0.1906, 0.2737, 0.7136, 0.132, 0.6843, 0.2786, 0.2053, 0.5523, 0.1271, 1111111111111111, 50, 70, 64, 1/785, 7.637101411819458, False
0.1222, 0.176, 0.176, 0.1857, 0, 0.3421, 0.09286, 0.1906, 0.2786, 0.7185, 0.132, 0.6891, 0.2884, 0.2053, 0.5621, 0.1271, 1111111111111111, 50, 70, 65, 1/785, 7.757790565490723, False
0.1271, 0.1808, 0.1808, 0.1906, 0, 0.347, 0.09775, 0.1906, 0.2786, 0.7185, 0.132, 0.694, 0.2884, 0.2053, 0.567, 0.132, 1111111111111111, 50, 70, 66, 1/785, 7.877994537353516, False
0.1271, 0.1808, 0.1808, 0.1906, 0, 0.347, 0.09775, 0.1906, 0.2835, 0.7234, 0.1369, 0.6989, 0.2933, 0.2151, 0.5718, 0.1369, 1111111111111111, 50, 70, 67, 1/785, 7.997640132904053, False
0.1271, 0.1808, 0.1857, 0.1906, 0, 0.3519, 0.09775, 0.1955, 0.2884, 0.7283, 0.1369, 0.7038, 0.2933, 0.2151, 0.5767, 0.1369, 1111111111111111, 50, 70, 68, 1/785, 8.118322372436523, False
0.1271, 0.1808, 0.1857, 0.1906, 0, 0.3568, 0.1026, 0.2004, 0.2884, 0.7331, 0.1369, 0.7136, 0.2981, 0.2199, 0.5816, 0.1369, 1111111111111111, 50, 70, 69, 1/785, 8.238481760025024, False
0.132, 0.1906, 0.1857, 0.1955, 0, 0.3617, 0.1026, 0.2053, 0.2933, 0.738, 0.1417, 0.7185, 0.3079, 0.2248, 0.5914, 0.1369, 1111111111111111, 50, 70, 70, 1/785, 8.357977867126465, False
0.132, 0.1906, 0.1906, 0.1955, 0, 0.3617, 0.1026, 0.2053, 0.2933, 0.7429, 0.1369, 0.7234, 0.303, 0.2248, 0.5963, 0.1369, 1111111111111111, 50, 70, 71, 1/785, 8.479453325271606, False
0.132, 0.1906, 0.1906, 0.2004, 0, 0.3666, 0.1026, 0.2053, 0.2981, 0.7429, 0.1417, 0.7283, 0.3128, 0.2248, 0.6012, 0.1417, 1111111111111111, 50, 70, 72, 1/785, 8.599637031555176, False
0.132, 0.2004, 0.1955, 0.2053, 0, 0.3715, 0.1075, 0.2102, 0.303, 0.7478, 0.1417, 0.7331, 0.3128, 0.2297, 0.6061, 0.1417, 1111111111111111, 50, 70, 73, 1/785, 8.718507528305054, False
0.1369, 0.2004, 0.1955, 0.2053, 0, 0.3763, 0.1075, 0.2102, 0.303, 0.7527, 0.1417, 0.7331, 0.3128, 0.2297, 0.6109, 0.1417, 1111111111111111, 50, 70, 74, 1/785, 8.84020709991455, False
0.1369, 0.2004, 0.1955, 0.2102, 0, 0.3812, 0.1075, 0.2151, 0.3128, 0.7576, 0.1466, 0.7429, 0.3226, 0.2346, 0.6158, 0.1466, 1111111111111111, 50, 70, 75, 1/785, 8.960324048995972, False
0.1417, 0.2053, 0.2004, 0.2053, 0, 0.3861, 0.1124, 0.2151, 0.3128, 0.7625, 0.1466, 0.7478, 0.3226, 0.2395, 0.6207, 0.1515, 1111111111111111, 50, 70, 76, 1/785, 9.078804016113281, False
0.1369, 0.2102, 0.2053, 0.2102, 0, 0.3861, 0.1124, 0.2199, 0.3177, 0.7625, 0.1466, 0.7527, 0.3226, 0.2395, 0.6256, 0.1466, 1111111111111111, 50, 70, 77, 1/785, 9.20064091682434, False
0.1417, 0.2053, 0.2053, 0.2102, 0, 0.391, 0.1173, 0.2199, 0.3177, 0.7674, 0.1515, 0.7527, 0.3275, 0.2444, 0.6305, 0.1515, 1111111111111111, 50, 70, 78, 1/785, 9.320572137832642, False
0.1417, 0.2102, 0.2102, 0.2151, 0, 0.391, 0.1173, 0.2248, 0.3226, 0.7722, 0.1466, 0.7625, 0.3324, 0.2444, 0.6354, 0.1515, 1111111111111111, 50, 70, 79, 1/785, 9.441297054290771, False
0.1466, 0.2102, 0.2102, 0.2151, 0, 0.3959, 0.1173, 0.2248, 0.3226, 0.7722, 0.1515, 0.7674, 0.3372, 0.2493, 0.6452, 0.1515, 1111111111111111, 50, 70, 80, 1/785, 9.561654806137085, False
0.1466, 0.2199, 0.2102, 0.2199, 0, 0.4057, 0.1173, 0.2297, 0.3275, 0.7771, 0.1515, 0.7722, 0.3372, 0.2542, 0.6452, 0.1515, 1111111111111111, 50, 70, 81, 1/785, 9.681153774261475, False
0.1417, 0.2199, 0.2102, 0.2199, 0, 0.4008, 0.1222, 0.2297, 0.3324, 0.782, 0.1564, 0.7771, 0.347, 0.2542, 0.6549, 0.1515, 1111111111111111, 50, 70, 82, 1/785, 9.801908254623413, False
0.1466, 0.2248, 0.2151, 0.2248, 0, 0.4057, 0.1222, 0.2297, 0.3324, 0.782, 0.1564, 0.782, 0.347, 0.2542, 0.6549, 0.1564, 1111111111111111, 50, 70, 83, 1/785, 9.922486543655396, False
0.1466, 0.2248, 0.2151, 0.2248, 0, 0.4106, 0.1222, 0.2346, 0.3372, 0.7869, 0.1613, 0.782, 0.3519, 0.259, 0.6647, 0.1564, 1111111111111111, 50, 70, 84, 1/785, 10.041681289672852, False
0.1466, 0.2248, 0.2151, 0.2297, 0, 0.4154, 0.1271, 0.2346, 0.3421, 0.7918, 0.1613, 0.7918, 0.3519, 0.2639, 0.6696, 0.1613, 1111111111111111, 50, 70, 85, 1/785, 10.162927150726318, False
0.1515, 0.2297, 0.2199, 0.2297, 0, 0.4154, 0.1271, 0.2395, 0.347, 0.7918, 0.1613, 0.7967, 0.3568, 0.2639, 0.6696, 0.1613, 1111111111111111, 50, 70, 86, 1/785, 10.283047914505005, False
0.1515, 0.2297, 0.2199, 0.2297, 0, 0.4203, 0.132, 0.2395, 0.347, 0.7967, 0.1613, 0.8016, 0.3568, 0.2688, 0.6745, 0.1613, 1111111111111111, 50, 70, 87, 1/785, 10.401770830154419, False
0.1515, 0.2346, 0.2248, 0.2346, 0, 0.4252, 0.1271, 0.2395, 0.3519, 0.8016, 0.1662, 0.8016, 0.3666, 0.2688, 0.6794, 0.1662, 1111111111111111, 50, 70, 88, 1/785, 10.524044752120972, False
0.1515, 0.2346, 0.2248, 0.2346, 0, 0.4252, 0.132, 0.2444, 0.3519, 0.8016, 0.1662, 0.8065, 0.3666, 0.2737, 0.6843, 0.1662, 1111111111111111, 50, 70, 89, 1/785, 10.64356279373169, False
0.1564, 0.2346, 0.2248, 0.2346, 0, 0.4301, 0.132, 0.2493, 0.3568, 0.8065, 0.1662, 0.8162, 0.3715, 0.2786, 0.694, 0.1662, 1111111111111111, 50, 70, 90, 1/785, 10.764062404632568, False
0.1564, 0.2395, 0.2297, 0.2395, 0, 0.435, 0.132, 0.2493, 0.3568, 0.8113, 0.1662, 0.8162, 0.3715, 0.2786, 0.6989, 0.1662, 1111111111111111, 50, 70, 91, 1/785, 10.884553909301758, False
0.1564, 0.2444, 0.2297, 0.2444, 0, 0.435, 0.1369, 0.2493, 0.3666, 0.8113, 0.1711, 0.8211, 0.3763, 0.2835, 0.6989, 0.1711, 1111111111111111, 50, 70, 92, 1/785, 11.003762006759644, False
0.1564, 0.2444, 0.2297, 0.2444, 0, 0.4399, 0.1369, 0.2542, 0.3666, 0.8162, 0.1711, 0.826, 0.3763, 0.2884, 0.7038, 0.1711, 1111111111111111, 50, 70, 93, 1/785, 11.12503457069397, False
0.1613, 0.2444, 0.2346, 0.2444, 0, 0.4448, 0.1417, 0.2542, 0.3666, 0.8162, 0.1711, 0.826, 0.3812, 0.2884, 0.7087, 0.1711, 1111111111111111, 50, 70, 94, 1/785, 11.245257377624512, False
0.1613, 0.2493, 0.2395, 0.2493, 0, 0.4448, 0.1417, 0.259, 0.3715, 0.8211, 0.1711, 0.8309, 0.3861, 0.2884, 0.7136, 0.176, 1111111111111111, 50, 70, 95, 1/785, 11.364388465881348, False
0.1613, 0.2493, 0.2395, 0.2493, 0, 0.4497, 0.1417, 0.259, 0.3715, 0.826, 0.176, 0.8358, 0.3861, 0.2933, 0.7185, 0.176, 1111111111111111, 50, 70, 96, 1/785, 11.48557710647583, False
0.1613, 0.2542, 0.2444, 0.2542, 0, 0.4545, 0.1417, 0.2639, 0.3763, 0.826, 0.176, 0.8407, 0.391, 0.2981, 0.7234, 0.176, 1111111111111111, 50, 70, 97, 1/785, 11.605896472930908, False
0.1662, 0.2542, 0.2395, 0.2542, 0, 0.4594, 0.1417, 0.2688, 0.3812, 0.8309, 0.1808, 0.8456, 0.3959, 0.2981, 0.7283, 0.176, 1111111111111111, 50, 70, 98, 1/785, 11.724722146987915, False
0.1613, 0.259, 0.2444, 0.2542, 0, 0.4594, 0.1466, 0.2688, 0.3861, 0.8309, 0.1808, 0.8504, 0.4008, 0.303, 0.7331, 0.1808, 1111111111111111, 50, 70, 99, 1/785, 11.846769571304321, False
0.1613, 0.2639, 0.2444, 0.259, 0, 0.4643, 0.1466, 0.2688, 0.3861, 0.8358, 0.1808, 0.8504, 0.4008, 0.303, 0.738, 0.1808, 1111111111111111, 50, 70, 100, 1/785, 11.966506004333496, False
0.1662, 0.2639, 0.2444, 0.259, 0, 0.4643, 0.1515, 0.2688, 0.3861, 0.8407, 0.1808, 0.8553, 0.4008, 0.3079, 0.7429, 0.1808, 1111111111111111, 50, 70, 101, 1/785, 12.086841344833374, False
0.1662, 0.2639, 0.2493, 0.259, 0, 0.4692, 0.1564, 0.2737, 0.391, 0.8407, 0.1857, 0.8602, 0.4106, 0.3079, 0.7478, 0.1808, 1111111111111111, 50, 70, 102, 1/785, 12.207141160964966, False
0.1662, 0.2688, 0.2493, 0.259, 0, 0.4692, 0.1515, 0.2786, 0.391, 0.8456, 0.1857, 0.87, 0.4057, 0.3128, 0.7478, 0.1857, 1111111111111111, 50, 70, 103, 1/785, 12.326936960220337, False
0.1711, 0.2688, 0.2542, 0.2639, 0, 0.4741, 0.1564, 0.2786, 0.3959, 0.8456, 0.1857, 0.87, 0.4106, 0.3177, 0.7527, 0.1857, 1111111111111111, 50, 70, 104, 1/785, 12.44780683517456, False
0.1711, 0.2688, 0.2542, 0.2639, 0, 0.479, 0.1564, 0.2786, 0.4008, 0.8504, 0.1857, 0.87, 0.4154, 0.3177, 0.7576, 0.1857, 1111111111111111, 50, 70, 105, 1/785, 12.568334341049194, False
0.1711, 0.2737, 0.2542, 0.2688, 0, 0.4839, 0.1564, 0.2835, 0.4057, 0.8504, 0.1906, 0.8749, 0.4154, 0.3177, 0.7625, 0.1906, 1111111111111111, 50, 70, 106, 1/785, 12.687756061553955, False
0.1711, 0.2786, 0.259, 0.2688, 0, 0.4839, 0.1564, 0.2835, 0.4057, 0.8553, 0.1906, 0.8798, 0.4252, 0.3226, 0.7674, 0.1906, 1111111111111111, 50, 70, 107, 1/785, 12.808689832687378, False
0.1711, 0.2786, 0.2542, 0.2737, 0, 0.4839, 0.1564, 0.2835, 0.4106, 0.8553, 0.1906, 0.8847, 0.4252, 0.3226, 0.7722, 0.1906, 1111111111111111, 50, 70, 108, 1/785, 12.929117441177368, False
0.1711, 0.2835, 0.2639, 0.2737, 0, 0.4888, 0.1613, 0.2835, 0.4106, 0.8602, 0.1906, 0.8895, 0.4252, 0.3275, 0.7722, 0.1906, 1111111111111111, 50, 70, 109, 1/785, 13.047836542129517, False
0.1711, 0.2835, 0.2639, 0.2737, 0, 0.4936, 0.1662, 0.2884, 0.4106, 0.8602, 0.1955, 0.8895, 0.4301, 0.3324, 0.7771, 0.1955, 1111111111111111, 50, 70, 110, 1/785, 13.169494867324829, False
