Ch1(mA), Ch2(mA), Ch3(mA), Ch4(mA), Ch5(mA), Ch6(mA), Ch7(mA), Ch8(mA), Ch9(mA), Ch10(mA), Ch11(mA), Ch12(mA), Ch13(mA), Ch14(mA), Ch15(mA), Ch16(mA), Channel state, On time, Off time, Pulse number, Pattern, Time, Probeflag
0.2981, 0.5327, 0.4643, 0.479, 0, 0.782, 0.3519, 0.5376, 0.7038, 1.056, 0.3372, 1.207, 0.7674, 0.6354, 1.153, 0.3372, 1111111111111111, 50, 70, 254, 1/785, 30.487022876739502, False
0.2981, 0.5327, 0.4643, 0.4741, 0, 0.782, 0.3519, 0.5376, 0.7087, 1.056, 0.3372, 1.212, 0.7722, 0.6403, 1.158, 0.3372, 1111111111111111, 50, 70, 255, 1/785, 30.605676889419556, False
0.303, 0.5376, 0.4692, 0.479, 0, 0.7869, 0.3519, 0.5376, 0.7087, 1.056, 0.3372, 1.212, 0.7722, 0.6403, 1.158, 0.3372, 1111111111111111, 50, 70, 256, 1/785, 30.72746443748474, False
0.303, 0.5327, 0.4692, 0.479, 0, 0.7869, 0.3519, 0.5425, 0.7087, 1.056, 0.3372, 1.212, 0.7722, 0.6403, 1.158, 0.3372, 1111111111111111, 50, 70, 257, 1/785, 30.847570657730103, False
0.2981, 0.5376, 0.4692, 0.4839, 0, 0.7869, 0.3519, 0.5474, 0.7087, 1.056, 0.3372, 1.212, 0.7771, 0.6452, 1.163, 0.3372, 1111111111111111, 50, 70, 258, 1/785, 30.96659779548645, False
0.303, 0.5376, 0.4692, 0.479, 0, 0.7918, 0.3519, 0.5425, 0.7087, 1.061, 0.3421, 1.217, 0.7771, 0.6452, 1.163, 0.3421, 1111111111111111, 50, 70, 259, 1/785, 31.08809757232666, False
0.303, 0.5376, 0.4741, 0.479, 0, 0.7918, 0.3568, 0.5474, 0.7185, 1.056, 0.347, 1.217, 0.782, 0.6452, 1.168, 0.3421, 1111111111111111, 50, 70, 260, 1/785, 31.208256721496582, False
0.303, 0.5425, 0.4741, 0.4839, 0, 0.7918, 0.3568, 0.5474, 0.7136, 1.056, 0.3421, 1.217, 0.782, 0.6452, 1.168, 0.3421, 1111111111111111, 50, 70, 261, 1/785, 31.32703185081482, False
0.303, 0.5425, 0.4692, 0.4839, 0, 0.7918, 0.3568, 0.5474, 0.7185, 1.061, 0.3421, 1.217, 0.782, 0.65, 1.168, 0.347, 1111111111111111, 50, 70, 262, 1/785, 31.448757648468018, False
0.303, 0.5425, 0.4741, 0.4839, 0, 0.7918, 0.3617, 0.5474, 0.7185, 1.061, 0.3421, 1.217, 0.782, 0.65, 1.168, 0.3421, 1111111111111111, 50, 70, 263, 1/785, 31.567968368530273, False
0.303, 0.5425, 0.4741, 0.4888, 0, 0.7967, 0.3617, 0.5523, 0.7185, 1.065, 0.347, 1.222, 0.7869, 0.65, 1.173, 0.347, 1111111111111111, 50, 70, 264, 1/785, 31.689515352249146, False
0.3079, 0.5425, 0.4741, 0.4888, 0, 0.7967, 0.3617, 0.5523, 0.7234, 1.061, 0.347, 1.222, 0.7918, 0.65, 1.173, 0.347, 1111111111111111, 50, 70, 265, 1/785, 31.809866905212402, False
0.3079, 0.5474, 0.479, 0.4888, 0, 0.8016, 0.3617, 0.5572, 0.7234, 1.061, 0.3421, 1.222, 0.7869, 0.6549, 1.178, 0.347, 1111111111111111, 50, 70, 266, 1/785, 31.92805576324463, False
0.3079, 0.5474, 0.4741, 0.4936, 0, 0.8016, 0.3617, 0.5523, 0.7234, 1.061, 0.347, 1.222, 0.7967, 0.6549, 1.178, 0.347, 1111111111111111, 50, 70, 267, 1/785, 32.05014228820801, False
0.3079, 0.5523, 0.479, 0.4936, 0, 0.8016, 0.3617, 0.5572, 0.7283, 1.065, 0.347, 1.222, 0.7918, 0.6598, 1.178, 0.347, 1111111111111111, 50, 70, 268, 1/785, 32.17028999328613, False
0.3079, 0.5523, 0.479, 0.4936, 0, 0.8065, 0.3666, 0.5572, 0.7283, 1.065, 0.3519, 1.227, 0.7967, 0.6598, 1.183, 0.347, 1111111111111111, 50, 70, 269, 1/785, 32.289090633392334, False
0.3079, 0.5523, 0.479, 0.4936, 0, 0.8065, 0.3715, 0.5572, 0.7331, 1.065, 0.3519, 1.227, 0.8016, 0.6647, 1.183, 0.347, 1111111111111111, 50, 70, 270, 1/785, 32.411134243011475, False
0.3079, 0.5572, 0.479, 0.4936, 0, 0.8065, 0.3715, 0.5572, 0.7283, 1.065, 0.3519, 1.227, 0.8016, 0.6598, 1.183, 0.347, 1111111111111111, 50, 70, 271, 1/785, 32.53129744529724, False
0.3079, 0.5523, 0.4839, 0.4936, 0, 0.8065, 0.3715, 0.5621, 0.7331, 1.07, 0.3519, 1.232, 0.8016, 0.6647, 1.183, 0.3519, 1111111111111111, 50, 70, 272, 1/785, 32.65013575553894, False
0.3128, 0.5572, 0.4839, 0.4936, 0, 0.8065, 0.3715, 0.5621, 0.7331, 1.065, 0.3519, 1.232, 0.8016, 0.6647, 1.188, 0.3519, 1111111111111111, 50, 70, 273, 1/785, 32.771634101867676, False
0.3128, 0.5572, 0.4839, 0.4985, 0, 0.8113, 0.3715, 0.5621, 0.7331, 1.07, 0.3519, 1.232, 0.8065, 0.6696, 1.188, 0.3519, 1111111111111111, 50, 70, 274, 1/785, 32.891927003860474, False
0.3128, 0.5572, 0.4839, 0.4985, 0, 0.8113, 0.3715, 0.567, 0.738, 1.07, 0.3519, 1.232, 0.8065, 0.6696, 1.193, 0.3519, 1111111111111111, 50, 70, 275, 1/785, 33.01078915596008, False
0.3128, 0.5572, 0.4888, 0.4985, 0, 0.8113, 0.3715, 0.567, 0.7331, 1.07, 0.3519, 1.237, 0.8065, 0.6696, 1.188, 0.3519, 1111111111111111, 50, 70, 276, 1/785, 33.13259959220886, False
0.3128, 0.5572, 0.4839, 0.4985, 0, 0.8162, 0.3763, 0.567, 0.738, 1.07, 0.3519, 1.237, 0.8113, 0.6745, 1.193, 0.3519, 1111111111111111, 50, 70, 277, 1/785, 33.251221656799316, False
0.3128, 0.5621, 0.4888, 0.5034, 0, 0.8162, 0.3763, 0.567, 0.738, 1.07, 0.3568, 1.237, 0.8113, 0.6745, 1.197, 0.3519, 1111111111111111, 50, 70, 278, 1/785, 33.372864723205566, False
0.3128, 0.567, 0.4888, 0.5034, 0, 0.8162, 0.3763, 0.567, 0.738, 1.07, 0.3568, 1.241, 0.8113, 0.6794, 1.197, 0.3568, 1111111111111111, 50, 70, 279, 1/785, 33.493916034698486, False
0.3177, 0.5621, 0.4936, 0.5034, 0, 0.8162, 0.3812, 0.5718, 0.7429, 1.07, 0.3568, 1.237, 0.8162, 0.6745, 1.197, 0.3568, 1111111111111111, 50, 70, 280, 1/785, 33.61254930496216, False
0.3128, 0.567, 0.4936, 0.5034, 0, 0.8162, 0.3812, 0.5718, 0.7429, 1.07, 0.3568, 1.241, 0.8162, 0.6794, 1.197, 0.3568, 1111111111111111, 50, 70, 281, 1/785, 33.734285831451416, False
0.3128, 0.567, 0.4936, 0.5083, 0, 0.8211, 0.3812, 0.5767, 0.7429, 1.075, 0.3568, 1.246, 0.8162, 0.6843, 1.197, 0.3568, 1111111111111111, 50, 70, 282, 1/785, 33.85412096977234, False
0.3177, 0.567, 0.4936, 0.5083, 0, 0.8211, 0.3812, 0.5767, 0.7429, 1.075, 0.3617, 1.246, 0.8162, 0.6794, 1.202, 0.3568, 1111111111111111, 50, 70, 283, 1/785, 33.97306418418884, False
0.3177, 0.5718, 0.4936, 0.5083, 0, 0.8211, 0.3861, 0.5767, 0.7478, 1.075, 0.3568, 1.246, 0.8211, 0.6843, 1.207, 0.3617, 1111111111111111, 50, 70, 284, 1/785, 34.094672203063965, False
0.3177, 0.5718, 0.4936, 0.5083, 0, 0.8211, 0.3812, 0.5767, 0.7478, 1.075, 0.3568, 1.246, 0.826, 0.6843, 1.207, 0.3617, 1111111111111111, 50, 70, 285, 1/785, 34.21498441696167, False
0.3177, 0.5718, 0.4985, 0.5132, 0, 0.826, 0.3861, 0.5767, 0.7478, 1.075, 0.3617, 1.241, 0.826, 0.6843, 1.207, 0.3568, 1111111111111111, 50, 70, 286, 1/785, 34.333603620529175, False
0.3177, 0.5767, 0.4985, 0.5132, 0, 0.826, 0.3861, 0.5816, 0.7478, 1.075, 0.3617, 1.246, 0.8309, 0.6843, 1.207, 0.3617, 1111111111111111, 50, 70, 287, 1/785, 34.45537066459656, False
0.3177, 0.5767, 0.4985, 0.5132, 0, 0.826, 0.391, 0.5816, 0.7527, 1.08, 0.3617, 1.251, 0.8309, 0.6891, 1.207, 0.3568, 1111111111111111, 50, 70, 288, 1/785, 34.57433199882507, False
0.3226, 0.5718, 0.4985, 0.5132, 0, 0.826, 0.3861, 0.5816, 0.7527, 1.075, 0.3617, 1.251, 0.8309, 0.694, 1.212, 0.3666, 1111111111111111, 50, 70, 289, 1/785, 34.6959502696991, False
0.3177, 0.5767, 0.4985, 0.5132, 0, 0.826, 0.3861, 0.5816, 0.7527, 1.08, 0.3617, 1.251, 0.8309, 0.694, 1.212, 0.3617, 1111111111111111, 50, 70, 290, 1/785, 34.8161084651947, False
0.3226, 0.5767, 0.4985, 0.5132, 0, 0.826, 0.391, 0.5816, 0.7527, 1.08, 0.3617, 1.256, 0.8358, 0.694, 1.212, 0.3666, 1111111111111111, 50, 70, 291, 1/785, 34.93501305580139, False
0.3226, 0.5816, 0.5034, 0.5132, 0, 0.8309, 0.391, 0.5865, 0.7576, 1.08, 0.3666, 1.251, 0.8358, 0.694, 1.217, 0.3666, 1111111111111111, 50, 70, 292, 1/785, 35.05701923370361, False
0.3226, 0.5816, 0.5034, 0.5181, 0, 0.8309, 0.391, 0.5865, 0.7576, 1.08, 0.3666, 1.256, 0.8358, 0.6989, 1.217, 0.3666, 1111111111111111, 50, 70, 293, 1/785, 35.17729878425598, False
0.3226, 0.5816, 0.4985, 0.5181, 0, 0.8309, 0.391, 0.5865, 0.7625, 1.08, 0.3666, 1.256, 0.8407, 0.6989, 1.217, 0.3617, 1111111111111111, 50, 70, 294, 1/785, 35.295969009399414, False
0.3226, 0.5816, 0.5034, 0.5181, 0, 0.8358, 0.391, 0.5865, 0.7576, 1.08, 0.3666, 1.256, 0.8407, 0.6989, 1.217, 0.3666, 1111111111111111, 50, 70, 295, 1/785, 35.417420387268066, False
0.3226, 0.5816, 0.5083, 0.5181, 0, 0.8309, 0.3959, 0.5865, 0.7576, 1.085, 0.3666, 1.261, 0.8407, 0.7038, 1.222, 0.3666, 1111111111111111, 50, 70, 296, 1/785, 35.5375394821167, False
0.3226, 0.5865, 0.5083, 0.5181, 0, 0.8358, 0.391, 0.5914, 0.7625, 1.08, 0.3715, 1.256, 0.8407, 0.7038, 1.222, 0.3715, 1111111111111111, 50, 70, 297, 1/785, 35.65661597251892, False
0.3226, 0.5865, 0.5083, 0.5181, 0, 0.8407, 0.3959, 0.5914, 0.7625, 1.085, 0.3666, 1.261, 0.8456, 0.7038, 1.227, 0.3715, 1111111111111111, 50, 70, 298, 1/785, 35.778085708618164, False
0.3275, 0.5865, 0.5083, 0.5181, 0, 0.8407, 0.3959, 0.5963, 0.7674, 1.085, 0.3715, 1.261, 0.8456, 0.7038, 1.227, 0.3715, 1111111111111111, 50, 70, 299, 1/785, 35.89736771583557, False
0.3275, 0.5914, 0.5083, 0.523, 0, 0.8407, 0.3959, 0.5914, 0.7674, 1.085, 0.3715, 1.261, 0.8504, 0.7087, 1.227, 0.3715, 1111111111111111, 50, 70, 300, 1/785, 36.018388748168945, False
0.3275, 0.5914, 0.5132, 0.523, 0, 0.8407, 0.3959, 0.6012, 0.7674, 1.09, 0.3715, 1.266, 0.8504, 0.7087, 1.227, 0.3715, 1111111111111111, 50, 70, 301, 1/785, 36.138495206832886, False
0.3275, 0.5914, 0.5083, 0.523, 0, 0.8456, 0.3959, 0.6012, 0.7674, 1.09, 0.3715, 1.266, 0.8504, 0.7087, 1.227, 0.3715, 1111111111111111, 50, 70, 302, 1/785, 36.257795572280884, False
0.3324, 0.5914, 0.5132, 0.5279, 0, 0.8456, 0.4008, 0.6012, 0.7722, 1.085, 0.3715, 1.266, 0.8504, 0.7087, 1.227, 0.3715, 1111111111111111, 50, 70, 303, 1/785, 36.379390239715576, False
0.3275, 0.5914, 0.5132, 0.5279, 0, 0.8456, 0.4008, 0.6012, 0.7722, 1.085, 0.3715, 1.266, 0.8553, 0.7087, 1.232, 0.3715, 1111111111111111, 50, 70, 304, 1/785, 36.49960017204285, False
0.3275, 0.5963, 0.5132, 0.5279, 0, 0.8456, 0.4008, 0.6012, 0.7722, 1.09, 0.3715, 1.266, 0.8553, 0.7136, 1.232, 0.3715, 1111111111111111, 50, 70, 305, 1/785, 36.6190140247345, False
0.3324, 0.5963, 0.5181, 0.5279, 0, 0.8504, 0.4008, 0.6012, 0.7771, 1.09, 0.3715, 1.266, 0.8602, 0.7185, 1.237, 0.3715, 1111111111111111, 50, 70, 306, 1/785, 36.74056339263916, False
0.3275, 0.5963, 0.5181, 0.5279, 0, 0.8456, 0.4008, 0.6061, 0.7771, 1.09, 0.3763, 1.271, 0.8602, 0.7185, 1.237, 0.3763, 1111111111111111, 50, 70, 307, 1/785, 36.86088466644287, False
0.3324, 0.5963, 0.5181, 0.5279, 0, 0.8504, 0.4057, 0.6061, 0.7771, 1.09, 0.3763, 1.271, 0.8602, 0.7185, 1.237, 0.3715, 1111111111111111, 50, 70, 308, 1/785, 36.97932314872742, False
0.3324, 0.6012, 0.5181, 0.5327, 0, 0.8504, 0.4008, 0.6061, 0.7771, 1.09, 0.3763, 1.271, 0.8602, 0.7185, 1.237, 0.3715, 1111111111111111, 50, 70, 309, 1/785, 37.101295471191406, False
0.3324, 0.6012, 0.523, 0.5279, 0, 0.8504, 0.4057, 0.6061, 0.7771, 1.09, 0.3715, 1.276, 0.8602, 0.7185, 1.241, 0.3763, 1111111111111111, 50, 70, 310, 1/785, 37.22122812271118, False
0.3324, 0.6012, 0.5181, 0.5327, 0, 0.8553, 0.4057, 0.6109, 0.7771, 1.09, 0.3763, 1.271, 0.8651, 0.7234, 1.241, 0.3763, 1111111111111111, 50, 70, 311, 1/785, 37.34054923057556, False
0.3324, 0.6012, 0.523, 0.5327, 0, 0.8553, 0.4057, 0.6109, 0.782, 1.095, 0.3763, 1.276, 0.87, 0.7185, 1.246, 0.3763, 1111111111111111, 50, 70, 312, 1/785, 37.461769342422485, False
0.3324, 0.6012, 0.523, 0.5327, 0, 0.8553, 0.4106, 0.6109, 0.782, 1.095, 0.3812, 1.276, 0.87, 0.7234, 1.241, 0.3763, 1111111111111111, 50, 70, 313, 1/785, 37.58055067062378, False
0.3324, 0.6061, 0.523, 0.5327, 0, 0.8553, 0.4106, 0.6109, 0.7869, 1.09, 0.3812, 1.276, 0.87, 0.7234, 1.241, 0.3812, 1111111111111111, 50, 70, 314, 1/785, 37.702462911605835, False
0.3324, 0.6061, 0.523, 0.5376, 0, 0.8553, 0.4106, 0.6109, 0.7869, 1.09, 0.3812, 1.276, 0.87, 0.7283, 1.246, 0.3812, 1111111111111111, 50, 70, 315, 1/785, 37.82277488708496, False
0.3372, 0.6061, 0.523, 0.5327, 0, 0.8553, 0.4106, 0.6109, 0.7869, 1.095, 0.3812, 1.281, 0.8749, 0.7283, 1.246, 0.3812, 1111111111111111, 50, 70, 316, 1/785, 37.94174909591675, False
0.3372, 0.6061, 0.5279, 0.5376, 0, 0.8553, 0.4154, 0.6158, 0.7869, 1.095, 0.3812, 1.276, 0.8749, 0.7331, 1.246, 0.3812, 1111111111111111, 50, 70, 317, 1/785, 38.06307578086853, False
0.3372, 0.6061, 0.5279, 0.5376, 0, 0.8602, 0.4154, 0.6158, 0.7869, 1.095, 0.3812, 1.281, 0.8749, 0.7331, 1.251, 0.3812, 1111111111111111, 50, 70, 318, 1/785, 38.1836884021759, False
0.3372, 0.6061, 0.5279, 0.5376, 0, 0.8602, 0.4106, 0.6158, 0.7869, 1.095, 0.3812, 1.281, 0.8798, 0.7331, 1.251, 0.3812, 1111111111111111, 50, 70, 319, 1/785, 38.30329132080078, False
0.3372, 0.6109, 0.5279, 0.5425, 0, 0.8602, 0.4154, 0.6207, 0.7918, 1.095, 0.3861, 1.281, 0.8847, 0.7331, 1.256, 0.3812, 1111111111111111, 50, 70, 320, 1/785, 38.423869132995605, False
0.3372, 0.6109, 0.5279, 0.5376, 0, 0.8602, 0.4154, 0.6207, 0.7918, 1.1, 0.3812, 1.285, 0.8798, 0.7331, 1.251, 0.3812, 1111111111111111, 50, 70, 321, 1/785, 38.54401421546936, False
0.3421, 0.6109, 0.5279, 0.5425, 0, 0.8651, 0.4154, 0.6207, 0.7918, 1.095, 0.3861, 1.281, 0.8798, 0.738, 1.251, 0.3812, 1111111111111111, 50, 70, 322, 1/785, 38.66328549385071, False
0.3372, 0.6158, 0.5327, 0.5425, 0, 0.87, 0.4203, 0.6207, 0.7967, 1.095, 0.3861, 1.281, 0.8847, 0.738, 1.256, 0.3861, 1111111111111111, 50, 70, 323, 1/785, 38.78457808494568, False
0.3421, 0.6158, 0.5327, 0.5425, 0, 0.8651, 0.4203, 0.6207, 0.7967, 1.095, 0.3861, 1.285, 0.8847, 0.738, 1.256, 0.3861, 1111111111111111, 50, 70, 324, 1/785, 38.90341329574585, False
0.3421, 0.6158, 0.5327, 0.5474, 0, 0.8651, 0.4203, 0.6207, 0.7967, 1.1, 0.3861, 1.29, 0.8895, 0.7429, 1.256, 0.3861, 1111111111111111, 50, 70, 325, 1/785, 39.02477550506592, False
0.3421, 0.6158, 0.5327, 0.5474, 0, 0.8651, 0.4203, 0.6256, 0.7967, 1.1, 0.3861, 1.29, 0.8847, 0.7429, 1.256, 0.3861, 1111111111111111, 50, 70, 326, 1/785, 39.145848751068115, False
0.3421, 0.6207, 0.5327, 0.5425, 0, 0.87, 0.4203, 0.6305, 0.7967, 1.1, 0.3861, 1.29, 0.8895, 0.7429, 1.261, 0.3861, 1111111111111111, 50, 70, 327, 1/785, 39.26433277130127, False
0.3421, 0.6207, 0.5327, 0.5474, 0, 0.87, 0.4203, 0.6256, 0.7967, 1.1, 0.3861, 1.285, 0.8895, 0.7429, 1.261, 0.3861, 1111111111111111, 50, 70, 328, 1/785, 39.38609576225281, False
0.3421, 0.6207, 0.5327, 0.5474, 0, 0.87, 0.4203, 0.6256, 0.8016, 1.1, 0.391, 1.29, 0.8993, 0.7478, 1.266, 0.3861, 1111111111111111, 50, 70, 329, 1/785, 39.50600790977478, False
0.3421, 0.6207, 0.5376, 0.5474, 0, 0.87, 0.4252, 0.6305, 0.8016, 1.1, 0.3861, 1.29, 0.8944, 0.7478, 1.266, 0.3861, 1111111111111111, 50, 70, 330, 1/785, 39.62523126602173, False
0.3421, 0.6207, 0.5376, 0.5474, 0, 0.87, 0.4252, 0.6305, 0.8016, 1.1, 0.391, 1.295, 0.8944, 0.7478, 1.266, 0.391, 1111111111111111, 50, 70, 331, 1/785, 39.746673345565796, False
0.3421, 0.6207, 0.5376, 0.5474, 0, 0.8749, 0.4301, 0.6305, 0.8065, 1.105, 0.391, 1.295, 0.8944, 0.7527, 1.266, 0.3861, 1111111111111111, 50, 70, 332, 1/785, 39.86719226837158, False
0.347, 0.6256, 0.5376, 0.5523, 0, 0.8749, 0.4301, 0.6305, 0.8065, 1.105, 0.391, 1.295, 0.8993, 0.7527, 1.271, 0.391, 1111111111111111, 50, 70, 333, 1/785, 39.98620820045471, False
0.347, 0.6256, 0.5425, 0.5474, 0, 0.8749, 0.4301, 0.6354, 0.8065, 1.105, 0.391, 1.295, 0.8993, 0.7527, 1.266, 0.391, 1111111111111111, 50, 70, 334, 1/785, 40.106486320495605, False
0.347, 0.6256, 0.5425, 0.5474, 0, 0.8749, 0.4252, 0.6354, 0.8065, 1.105, 0.391, 1.295, 0.8993, 0.7527, 1.271, 0.391, 1111111111111111, 50, 70, 335, 1/785, 40.226423501968384, False
0.347, 0.6256, 0.5425, 0.5523, 0, 0.8749, 0.4301, 0.6354, 0.8065, 1.105, 0.391, 1.295, 0.9042, 0.7527, 1.271, 0.391, 1111111111111111, 50, 70, 336, 1/785, 40.34755849838257, False
0.347, 0.6305, 0.5425, 0.5572, 0, 0.8798, 0.4301, 0.6403, 0.8065, 1.105, 0.391, 1.295, 0.9042, 0.7576, 1.271, 0.391, 1111111111111111, 50, 70, 337, 1/785, 40.468257904052734, False
0.347, 0.6305, 0.5425, 0.5523, 0, 0.8798, 0.4301, 0.6403, 0.8113, 1.105, 0.391, 1.295, 0.9042, 0.7576, 1.276, 0.391, 1111111111111111, 50, 70, 338, 1/785, 40.58697867393494, False
0.347, 0.6305, 0.5474, 0.5572, 0, 0.8798, 0.4301, 0.6403, 0.8113, 1.105, 0.3959, 1.3, 0.9091, 0.7625, 1.276, 0.391, 1111111111111111, 50, 70, 339, 1/785, 40.709104776382446, False
0.347, 0.6354, 0.5474, 0.5523, 0, 0.8798, 0.435, 0.6403, 0.8113, 1.105, 0.3959, 1.3, 0.9091, 0.7625, 1.276, 0.3959, 1111111111111111, 50, 70, 340, 1/785, 40.829347372055054, False
0.3519, 0.6305, 0.5425, 0.5572, 0, 0.8847, 0.435, 0.6403, 0.8113, 1.105, 0.3959, 1.3, 0.9091, 0.7625, 1.276, 0.3959, 1111111111111111, 50, 70, 341, 1/785, 40.94777488708496, False
0.3519, 0.6305, 0.5474, 0.5523, 0, 0.8798, 0.435, 0.6403, 0.8113, 1.105, 0.3959, 1.305, 0.9091, 0.7674, 1.276, 0.3959, 1111111111111111, 50, 70, 342, 1/785, 41.06982707977295, False
0.3519, 0.6354, 0.5474, 0.5572, 0, 0.8847, 0.435, 0.6452, 0.8113, 1.109, 0.3959, 1.3, 0.914, 0.7674, 1.281, 0.3959, 1111111111111111, 50, 70, 343, 1/785, 41.18998885154724, False
0.3519, 0.6305, 0.5523, 0.5572, 0, 0.8847, 0.435, 0.65, 0.8113, 1.109, 0.3959, 1.31, 0.914, 0.7674, 1.281, 0.3959, 1111111111111111, 50, 70, 344, 1/785, 41.30880665779114, False
0.3519, 0.6354, 0.5474, 0.5572, 0, 0.8847, 0.435, 0.6452, 0.8113, 1.109, 0.3959, 1.305, 0.914, 0.7674, 1.281, 0.3959, 1111111111111111, 50, 70, 345, 1/785, 41.43020153045654, False
0.3519, 0.6403, 0.5474, 0.5621, 0, 0.8847, 0.435, 0.6452, 0.8162, 1.109, 0.4008, 1.305, 0.914, 0.7674, 1.285, 0.3959, 1111111111111111, 50, 70, 346, 1/785, 41.548896074295044, False
0.3568, 0.6403, 0.5523, 0.5572, 0, 0.8895, 0.4399, 0.6452, 0.8162, 1.109, 0.4008, 1.305, 0.9189, 0.7674, 1.285, 0.3959, 1111111111111111, 50, 70, 347, 1/785, 41.66926884651184, False
0.3519, 0.6403, 0.5523, 0.5621, 0, 0.8895, 0.4399, 0.6452, 0.8162, 1.109, 0.4008, 1.305, 0.9189, 0.7674, 1.285, 0.3959, 1111111111111111, 50, 70, 348, 1/785, 41.79117274284363, False
0.3519, 0.6403, 0.5523, 0.5621, 0, 0.8895, 0.4448, 0.65, 0.8211, 1.109, 0.4008, 1.305, 0.9189, 0.7722, 1.285, 0.4008, 1111111111111111, 50, 70, 349, 1/785, 41.909881591796875, False
0.3519, 0.6403, 0.5523, 0.5621, 0, 0.8895, 0.4399, 0.65, 0.8211, 1.109, 0.4008, 1.31, 0.9238, 0.7722, 1.29, 0.4008, 1111111111111111, 50, 70, 350, 1/785, 42.03161430358887, False
0.3568, 0.6403, 0.5523, 0.5621, 0, 0.8895, 0.4448, 0.65, 0.8211, 1.109, 0.4008, 1.315, 0.9238, 0.7771, 1.285, 0.4008, 1111111111111111, 50, 70, 351, 1/785, 42.15196776390076, False
0.3568, 0.6403, 0.5523, 0.5621, 0, 0.8944, 0.4448, 0.6549, 0.826, 1.114, 0.4008, 1.315, 0.9238, 0.7771, 1.29, 0.4008, 1111111111111111, 50, 70, 352, 1/785, 42.27119159698486, False
0.3568, 0.6452, 0.5523, 0.567, 0, 0.8944, 0.4448, 0.6598, 0.826, 1.114, 0.4008, 1.315, 0.9286, 0.7771, 1.29, 0.4008, 1111111111111111, 50, 70, 353, 1/785, 42.39232349395752, False
0.3568, 0.6452, 0.5572, 0.5621, 0, 0.8944, 0.4448, 0.6549, 0.826, 1.114, 0.4057, 1.31, 0.9286, 0.7771, 1.29, 0.4008, 1111111111111111, 50, 70, 354, 1/785, 42.51289129257202, False
0.3568, 0.6452, 0.5572, 0.567, 0, 0.8944, 0.4448, 0.6549, 0.826, 1.114, 0.4008, 1.315, 0.9286, 0.782, 1.29, 0.4008, 1111111111111111, 50, 70, 355, 1/785, 42.631916999816895, False
0.3568, 0.65, 0.5572, 0.567, 0, 0.8993, 0.4448, 0.6549, 0.826, 1.109, 0.4057, 1.31, 0.9335, 0.782, 1.295, 0.4008, 1111111111111111, 50, 70, 356, 1/785, 42.75329303741455, False
0.3568, 0.65, 0.5572, 0.567, 0, 0.8944, 0.4497, 0.6598, 0.8309, 1.114, 0.4057, 1.315, 0.9335, 0.782, 1.295, 0.4057, 1111111111111111, 50, 70, 357, 1/785, 42.87352919578552, False
0.3568, 0.65, 0.5572, 0.567, 0, 0.8944, 0.4448, 0.6549, 0.8309, 1.114, 0.4057, 1.315, 0.9335, 0.782, 1.295, 0.4057, 1111111111111111, 50, 70, 358, 1/785, 42.99255299568176, False
0.3617, 0.65, 0.5621, 0.567, 0, 0.8993, 0.4497, 0.6598, 0.8309, 1.114, 0.4057, 1.32, 0.9335, 0.7869, 1.295, 0.4057, 1111111111111111, 50, 70, 359, 1/785, 43.11425232887268, False
0.3617, 0.65, 0.5621, 0.5718, 0, 0.8993, 0.4497, 0.6598, 0.826, 1.114, 0.4008, 1.315, 0.9335, 0.7869, 1.295, 0.4057, 1111111111111111, 50, 70, 360, 1/785, 43.23275661468506, False
0.3617, 0.65, 0.5621, 0.5718, 0, 0.8993, 0.4497, 0.6598, 0.8309, 1.114, 0.4057, 1.32, 0.9384, 0.7869, 1.3, 0.4057, 1111111111111111, 50, 70, 361, 1/785, 43.35424041748047, False
0.3617, 0.6549, 0.5621, 0.5718, 0, 0.9091, 0.4497, 0.6647, 0.8358, 1.114, 0.4057, 1.32, 0.9384, 0.7869, 1.3, 0.4057, 1111111111111111, 50, 70, 362, 1/785, 43.47494173049927, False
0.3568, 0.6549, 0.5621, 0.5718, 0, 0.9042, 0.4545, 0.6647, 0.8358, 1.114, 0.4057, 1.32, 0.9433, 0.7869, 1.305, 0.4057, 1111111111111111, 50, 70, 363, 1/785, 43.593719482421875, False
0.3617, 0.6549, 0.5621, 0.5718, 0, 0.9042, 0.4497, 0.6647, 0.8358, 1.114, 0.4106, 1.32, 0.9433, 0.7869, 1.3, 0.4057, 1111111111111111, 50, 70, 364, 1/785, 43.71558117866516, False
0.3617, 0.6549, 0.567, 0.5718, 0, 0.9042, 0.4545, 0.6647, 0.8407, 1.119, 0.4106, 1.32, 0.9433, 0.7918, 1.3, 0.4057, 1111111111111111, 50, 70, 365, 1/785, 43.83533573150635, False
0.3617, 0.6598, 0.567, 0.5767, 0, 0.9042, 0.4545, 0.6696, 0.8407, 1.119, 0.4106, 1.32, 0.9482, 0.7918, 1.305, 0.4106, 1111111111111111, 50, 70, 366, 1/785, 43.954341888427734, False
0.3666, 0.6549, 0.567, 0.5767, 0, 0.9091, 0.4545, 0.6647, 0.8407, 1.119, 0.4106, 1.32, 0.9482, 0.7918, 1.305, 0.4106, 1111111111111111, 50, 70, 367, 1/785, 44.07519268989563, False
